ple.27.7e WGCSE 2022
103
FSP-7e
2003 2021
1 1 0.75 0.80
1 27
1	0.0209264878	0.3436560706	0.343947876	0.2157155878	0.0410732591	0.0419902913	0.0509084187	0.0337008819	0.0219208295	0.002110558	0.0009455344	0.0004947213	7.72432e-05	3.546e-05	0	3.546e-05	0	3.546e-05	0.000191009	0	0	0	0	0	0	0	0
1	0.0066803368	0.2116598105	0.8405063532	0.1704899676	0.2827197449	0.0296774344	0.0182410083	0.0461270347	0.0114017102	0.0026218442	0.0008434715	0.0001982425	0.0001604926	0	0.0001907966	0	0	0	0.0001228108	0	0	0	0	0	0	0	0
1	0.0084930716	0.3271099173	0.4255951803	0.2404409927	0.0900371664	0.0395287705	0.0127361504	0.0174592138	0.0371790541	0.0070178609	0.0043464537	0	0	0	0.0006865187	0.0006011272	0.0005708894	0	0.0005994339	0.0014134667	0	0	0	0	0	0	0
1	0.0264706605	0.6226160902	0.4216897498	0.1859126341	0.099837907	0.0442377935	0.0213837161	0.0045703626	0.0063647949	0.0140975761	0.0015007319	0.0043230363	0	0	0.0005854935	0	0	0.0006888159	0	0	0	0	0	0	0	0	0
1	0	0.117014537	0.2742350811	0.1567513605	0.0653599832	0.026616889	0.008325896	0.0058923584	0.0054585815	0.005636939	0.0019316523	0.002303838	0.0022915293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.0017564806	0.4978930589	0.2151254659	0.1256971005	0.0317951547	0.0192553747	0.0153145058	0.0046815159	0.001905926	0.0005279613	0.000223455	0.0001864931	7.71115e-05	2.43906e-05	2.83303e-05	2.43906e-05	0	2.83303e-05	2.83303e-05	2.83303e-05	0	0	0	0	0	0	0
1	0.0211943046	0.4353288543	0.4422219627	0.1528394796	0.0598128665	0.0331030404	0.0226941756	0.0079648565	0.0033431925	0.0013018772	0	0.0026037544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.0647388571	0.7402133171	0.5829812879	0.3845761643	0.0479189382	0.0415029509	0.0119952249	0.0061701869	0.0023009922	0.0047470993	0.0011504961	0.006622702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0.0037734254	1.0381082519	0.8021298636	0.3142975263	0.1105006712	0.0103245315	0.018145561	0.0132876218	0.0020727868	0.0020056082	0.0016435966	9.86201e-05	6.33593e-05	0.0029840585	0	0.0011857569	0	3.52608e-05	0	0	0	0	0	0	0	0	0
1	0.0496877714	0.3213266702	1.2434797508	0.5819533643	0.1364606529	0.1347918963	0.0121371085	0.0144254043	0.0115270917	0.0025913556	0.0051989993	0.0049471333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0.2266890224	1.4641865697	1.2671043524	0.4403084123	0.2032552981	0.0755061094	0.0275649015	0.0077368789	0.0037886636	0	0.0012684957	0.0012684957	0	0	0	0	0.0012684957	0	0	0	0	0	0	0	0	0
