"Country","Season","Season.type","Year","Stock","Area","Fleets","Effort","UnitEffort","Catch..kg","Catch.Cat.","Report.cat.","Discards.Imported.Or.Raised"
"UK (England)","1","Quarter",2016,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,8.62,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","2","Quarter",2016,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,68,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2016,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,1.16,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","3","Quarter",2016,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,128,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2016,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,2.18,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","4","Quarter",2016,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,2655,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2016,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,45.25,"Discards","A-All - reported, nonre","Raised Discard"
"Netherlands","2","Quarter",2016,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all_FDF",19063,"kWd",219.89,"Landings","R-Reported","Imported"
"Netherlands","2","Quarter",2016,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all_FDF",19063,"kWd",3.75,"Discards","R-Reported","Raised Discard"
"Netherlands","1","Quarter",2016,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all_FDF",14233,"kWd",146.94,"Landings","R-Reported","Imported"
"Netherlands","1","Quarter",2016,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all_FDF",14233,"kWd",2.5,"Discards","R-Reported","Raised Discard"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,14,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,2660,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_100-119_0_0_all",-9,NA,6,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,17,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,126,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,10825,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,239,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_100-119_0_0_all",-9,NA,2,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,106,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTM_DEF_70-99_0_0_all",97446,"kWd",426.23,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_32-69_0_0",3997,"kWd",45.23,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1352950,"kWd",0,"Discards","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1974475,"kWd",12512.82,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0",14439,"kWd",323.65,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1389673,"kWd",17957.31,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTM_DEF_70-99_0_0_all",73530,"kWd",53.78,"Landings","R-Reported","Imported"
"Netherlands","1","Quarter",2019,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",53736,"kWd",500,"Landings","R-Reported","Imported"
"UK (Channel Island Jersey)","4","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,201,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","3","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,81,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,64,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,34396,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_SPF_32-69_0_0_all",-9,NA,17,"Landings","A-All - reported, nonre","Imported"
"Ireland","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,42,"Landings","R-Reported","Imported"
"Belgium","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",4413,"kWd",543,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",998996,"kWd",652.89,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",278448,"kWd",1892.22,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",364141,"kWd",1158.13,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",27953,"kWd",1287.48,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",284135,"kWd",1206.87,"Discards","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",498045,"kWd",1044.33,"Discards","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",20751,"kWd",855.87,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0",1709558,"kWd",874.01,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_70-99_0_0",2756,"kWd",259.85,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",50988,"kWd",408.7,"Discards","R-Reported","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,194,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,49,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,3248,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,12,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,6093,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,357396,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,151824,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_100-119_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,26941,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,14233,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,14352,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,70,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,32718,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_100-119_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTM_DEF_70-99_0_0_all",94321,"kWd",201.88,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1389673,"kWd",4691.81,"Discards","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1352950,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_70-99_0_0",47384,"kWd",108.91,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_32-69_0_0",3835,"kWd",35.3,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1974475,"kWd",2652.88,"Discards","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0",12125,"kWd",41.48,"Landings","R-Reported","Imported"
"Netherlands","3","Quarter",2019,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",32507,"kWd",500,"Landings","R-Reported","Imported"
"UK (Channel Island Jersey)","2","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,201,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","2","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,81,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,7765,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,12106,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_SPF_32-69_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"Ireland","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
"Belgium","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",12576,"kWd",937,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",23948,"kWd",456.2,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0",2839264,"kWd",1487.55,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",482971,"kWd",2148.44,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",512011,"kWd",317.61,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",94713,"kWd",36.4,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",498045,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",36908,"kWd",1280.67,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_70-99_0_0",14669,"kWd",213.87,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",405271,"kWd",3572.56,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",12442,"kWd",348.86,"Landings","R-Reported","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,15276,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,15691,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,24194,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,14695,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,130,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,193684,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,4427,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,17,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,31949,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,340363,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,23074,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0",12429,"kWd",88.19,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0",9800,"kWd",8.91,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1612406,"kWd",17624.99,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_32-69_0_0",3263,"kWd",42.31,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1389673,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_16-31_0_0",2537,"kWd",37.24,"Landings","R-Reported","Imported"
"Netherlands","4","Quarter",2019,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",8678,"kWd",10,"Landings","R-Reported","Imported"
"UK (Channel Island Jersey)","3","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,201,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","1","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,82,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,2469,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,16568,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,4,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"Ireland","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,308,"Landings","R-Reported","Imported"
"Belgium","annual","Year",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",425134,"kWd",71653,"Landings","R-Reported","Imported"
"Belgium","1","Quarter",2019,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all",4386,"kWd",54,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",37791,"kWd",316.04,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",19493,"kWd",184.98,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",19919,"kWd",282.67,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0",2448508,"kWd",930.4,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",405271,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",162084,"kWd",416.99,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",178490,"kWd",4.15,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_32-69_0_0",1592,"kWd",11.5,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",16881,"kWd",69.9,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",94713,"kWd",47.55,"Discards","R-Reported","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,25,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,9,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,21,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","OTM_SPF_32-69_0_0_all",-9,NA,0,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,3122,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,17384,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,13282,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,133,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,5111,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,38298,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,82,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,31457,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,161,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTT_DEF_70-99_0_0",88685,"kWd",1420.03,"Landings","R-Reported","Imported"
"France","3","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_16-31_0_0",1916,"kWd",25.93,"Landings","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1612406,"kWd",4736.35,"Discards","R-Reported","Imported"
"France","2","Quarter",2019,"ple.27.7e","27.7.e","OTM_DEF_70-99_0_0_all",83041,"kWd",67.47,"Landings","R-Reported","Imported"
"France","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1352950,"kWd",10245.63,"Landings","R-Reported","Imported"
"France","1","Quarter",2019,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",1269,"kWd",20.16,"Landings","R-Reported","Imported"
"Netherlands","2","Quarter",2019,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",45038,"kWd",400,"Landings","R-Reported","Imported"
"UK (Channel Island Jersey)","1","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,201,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","4","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,81,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2019,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2019,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"Ireland","4","Quarter",2019,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
