"Country","Season","Season.type","Year","Stock","Area","Fleets","Effort","UnitEffort","Catch..kg","Catch.Cat.","Report.cat.","Discards.Imported.Or.Raised"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",88295,"kWd",56.4,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","OTT_DEF_70-99_0_0",1657,"kWd",96.5,"Landings","R-Reported","Imported"
"UK (Channel Island Guernsey)","1","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,53,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","4","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,162,"Landings","A-All - reported, nonre","Imported"
"Ireland","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
"Ireland","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,21,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK(Scotland)","annual","Year",2020,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",5742,"kWd",179,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",806509,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",137098,"kWd",1179.19,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","LLS_DEF",14184,"kWd",39.21,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0",1809284,"kWd",427.09,"Landings","R-Reported","Imported"
"Netherlands","2","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",25809,"kWd",170,"Landings","R-Reported","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0",2419722,"kWd",684.21,"Landings","R-Reported","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0",2219141,"kWd",423.04,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0",2451656,"kWd",395.13,"Landings","R-Reported","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,308,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,38773,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,12835,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,29,"BMS landing","A-All - reported, nonre","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","OTT_DEF_70-99_0_0",51748,"kWd",1233.96,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",12594,"kWd",476.13,"Landings","R-Reported","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,21,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,35419,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,22,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,24643,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,271,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,133301,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,5900,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,37218,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,101,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_SPF_32-69_0_0_all",-9,NA,21,"Landings","A-All - reported, nonre","Imported"
"Belgium","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",221,"kWd",66,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",1152468,"kWd",398.96,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",15978,"kWd",65.99,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_80-99_0_0",2730,"kWd",2.52,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_32-69_0_0",2738,"kWd",170.1,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",37559,"kWd",2479.81,"Landings","R-Reported","Imported"
"UK (Channel Island Guernsey)","3","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,52,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","1","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,161,"Landings","A-All - reported, nonre","Imported"
"Ireland","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Landings","R-Reported","Imported"
"Ireland","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Landings","R-Reported","Imported"
"Netherlands","1","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",472,"kWd",40,"Landings","R-Reported","Imported"
"Netherlands","3","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",36630,"kWd",360,"Landings","R-Reported","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,64,"Landings","A-All - reported, nonre","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",204282,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",66215,"kWd",104.02,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",806509,"kWd",14610.26,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0",6214,"kWd",38.33,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",563143,"kWd",7561.63,"Discards","R-Reported","Imported"
"Netherlands","4","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",21728,"kWd",80,"Landings","R-Reported","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,4379,"Landings","A-All - reported, nonre","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",430852,"kWd",3432.4,"Landings","R-Reported","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",369751,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",15187,"kWd",709.92,"Landings","R-Reported","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,303,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,28,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",7877,"kWd",29.58,"Landings","R-Reported","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",23967,"kWd",871.21,"Landings","R-Reported","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,818,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_CRU_100-119_0_0_all",-9,NA,1,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,18840,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,120,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,22,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,12400,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,26384,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,42,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,3,"Landings","A-All - reported, nonre","Imported"
"Belgium","annual","Year",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",540227,"kWd",71764,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_16-31_0_0",1031,"kWd",5.4,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_<16_0_0_all",620,"kWd",9.57,"Landings","R-Reported","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",21064,"kWd",73.38,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",21804,"kWd",1684.64,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","OTM_DEF_70-99_0_0_all",31625,"kWd",8.28,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_16-31_0_0",952,"kWd",34.12,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_32-69_0_0",1069,"kWd",44.39,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",13951,"kWd",272.6,"Landings","R-Reported","Imported"
"UK (Channel Island Guernsey)","4","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,52,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","3","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,162,"Landings","A-All - reported, nonre","Imported"
"Ireland","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Landings","R-Reported","Imported"
"Ireland","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Landings","R-Reported","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK(Scotland)","annual","Year",2020,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",3970,"kWd",26,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",806509,"kWd",2382.9,"Discards","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","LLS_DEF",56395,"kWd",1301.95,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0",10391,"kWd",36.46,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0",3233,"kWd",64.48,"Landings","R-Reported","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,11896,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","LLS_DEF",55982,"kWd",680.31,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",634340,"kWd",11740.14,"Landings","R-Reported","Imported"
"France","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",563143,"kWd",0,"Logbook Registered Discard","R-Reported","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1382459,"kWd",13708.45,"Landings","R-Reported","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,5112,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,8539,"Landings","A-All - reported, nonre","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",41458,"kWd",954.63,"Landings","R-Reported","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,4211,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,254631,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_CRU_100-119_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,170339,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,292530,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","FPO_CRU_0_0_0_all",-9,NA,0,"BMS landing","A-All - reported, nonre","Imported"
"Belgium","annual","Year",2020,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",540227,"kWd",1564,"Discards","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",639809,"kWd",859.59,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","GNS_DEF_80-99_0_0",3188,"kWd",2.6,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",8750,"kWd",63.89,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",205845,"kWd",310.91,"Landings","R-Reported","Imported"
"France","2","Quarter",2020,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",20855,"kWd",818.45,"Landings","R-Reported","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","OTM_DEF_70-99_0_0_all",58791,"kWd",2.81,"Landings","R-Reported","Imported"
"France","3","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_<16_0_0_all",1939,"kWd",2.81,"Landings","R-Reported","Imported"
"France","1","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_16-31_0_0",833,"kWd",96.29,"Landings","R-Reported","Imported"
"UK (Channel Island Guernsey)","2","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,53,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","2","Quarter",2020,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,162,"Landings","A-All - reported, nonre","Imported"
"Ireland","2","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
"Ireland","4","Quarter",2020,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
"Netherlands","2","Quarter",2020,"ple.27.7e","27.7.e","SSC_DEF_100-119_0_0_all",8273,"kWd",40,"Landings","R-Reported","Imported"
"UK (England)","1","Quarter",2020,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,22,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,2686,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,1392,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,767,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",2454349,"kWd",1509.26,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",130364,"kWd",314.01,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",32330,"kWd",343.69,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",118708,"kWd",59.84,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",2454349,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",130364,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",32330,"kWd",114.04,"Discards","R-Reported","Raised Discard"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",118708,"kWd",3.88,"Discards","R-Reported","Raised Discard"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",838365,"kWd",6319.4,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1716421,"kWd",33952.43,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",2009662,"kWd",20963.95,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",280016,"kWd",0,"Discards","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",2076017,"kWd",905.78,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",2270562,"kWd",1083.28,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",280016,"kWd",1258.75,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1579824,"kWd",58110.56,"Discards","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",692322,"kWd",4864.3,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1579824,"kWd",21149.41,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",838365,"kWd",0,"Discards","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1716421,"kWd",65687.39,"Discards","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",2009662,"kWd",6426.96,"Discards","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",2076017,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",2270562,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",692322,"kWd",315.2,"Discards","R-Reported","Raised Discard"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",116519,"kWd",0,"Discards","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",102668,"kWd",0,"Discards","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",486367,"kWd",814.79,"Discards","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",252793,"kWd",3243.26,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",30365,"kWd",407.79,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",137615,"kWd",1842.95,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",3464928,"kWd",1683.53,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",116519,"kWd",215.83,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",102668,"kWd",87.35,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",140391,"kWd",260.36,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",1705,"kWd",0.74,"Landings","R-Reported","Imported"
